post_title,post_content,direccion,coordenada,tipoligia,agua,luz,cobertura,estado_conservacion,propiedad,ID,Excerpt,Image URL,Image Filename,Image Path,Image ID,Image Title,Image Caption,Image Description,Image Alt Text,Image Featured
Monasterio de San Juan,,,,,,,,,,5328,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Monasterio-San-Juan-Exterior.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Monasterio-San-Juan-cubierta.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Monasterio-San-Juan-Interior.jpg,Monasterio-San-Juan-Exterior.jpg|Monasterio-San-Juan-cubierta.jpg|Monasterio-San-Juan-Interior.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Monasterio-San-Juan-Exterior.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Monasterio-San-Juan-cubierta.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Monasterio-San-Juan-Interior.jpg,5333|5331|5335,Monasterio San Juan Exterior|Monasterio San Juan cubierta|Monasterio San Juan Interior,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Monasterio-San-Juan-Exterior.jpg
San Juan Monastery,,,,,,,,,,5329,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Monasterio-San-Juan-Exterior.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Monasterio-San-Juan-cubierta.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Monasterio-San-Juan-Interior.jpg,Monasterio-San-Juan-Exterior.jpg|Monasterio-San-Juan-cubierta.jpg|Monasterio-San-Juan-Interior.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Monasterio-San-Juan-Exterior.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Monasterio-San-Juan-cubierta.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Monasterio-San-Juan-Interior.jpg,5334|5332|5336,Monasterio San Juan Exterior|Monasterio San Juan cubierta|Monasterio San Juan Interior,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Monasterio-San-Juan-Exterior.jpg
Monasterio de San Agustín,,,,,,,,,,5338,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2022/02/Monasterio-San-Agustin-Patio-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Monasterio-San-Agustin-Biblioteca.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Monasterio-San-Agustin-Claustro.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Monasterio-San-Agustin-Patio-1.jpg,Monasterio-San-Agustin-Patio-1.jpg|Monasterio-San-Agustin-Biblioteca.jpg|Monasterio-San-Agustin-Claustro.jpg|Monasterio-San-Agustin-Patio-1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/02/Monasterio-San-Agustin-Patio-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Monasterio-San-Agustin-Biblioteca.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Monasterio-San-Agustin-Claustro.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Monasterio-San-Agustin-Patio-1.jpg,5355|5345|5347|5358,Monasterio San Agustin Patio (1)|Monasterio San Agustin Biblioteca|Monasterio San Agustin Claustro|Monasterio San Agustin Patio (1),|||,|||,|||,https://burgosfilmcommission.org/wp-content/uploads/2022/02/Monasterio-San-Agustin-Patio-1.jpg
San Agustín Monastery,,,,,,,,,,5339,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2022/02/Monasterio-San-Agustin-Patio-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/hontoria_pinar_lobos_1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Monasterio-San-Agustin-Biblioteca.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Monasterio-San-Agustin-Claustro.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Monasterio-San-Agustin-Patio-1.jpg,Monasterio-San-Agustin-Patio-1.jpg|hontoria_pinar_lobos_1.jpg|Monasterio-San-Agustin-Biblioteca.jpg|Monasterio-San-Agustin-Claustro.jpg|Monasterio-San-Agustin-Patio-1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/02/Monasterio-San-Agustin-Patio-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/hontoria_pinar_lobos_1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Monasterio-San-Agustin-Biblioteca.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Monasterio-San-Agustin-Claustro.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Monasterio-San-Agustin-Patio-1.jpg,5356|5342|5346|5348|5359,Monasterio San Agustin Patio (1)|hontoria_pinar_lobos_1|Monasterio San Agustin Biblioteca|Monasterio San Agustin Claustro|Monasterio San Agustin Patio (1),||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2022/02/Monasterio-San-Agustin-Patio-1.jpg
Hospital Militar,,,,,,,,,,5361,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2021/04/HospitalMilitar1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Hospital-Militar-barracon.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Hospital-Militar-Fuente.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Hospital-Militar-jardin.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/HospitalMilitar2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/HospitalMilitar3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/HospitalMilitar4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/HospitalMilitar5.jpg,HospitalMilitar1.jpg|Hospital-Militar-barracon.jpg|Hospital-Militar-Fuente.jpg|Hospital-Militar-jardin.jpg|HospitalMilitar2.jpg|HospitalMilitar3.jpg|HospitalMilitar4.jpg|HospitalMilitar5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/HospitalMilitar1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Hospital-Militar-barracon.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Hospital-Militar-Fuente.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Hospital-Militar-jardin.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/HospitalMilitar2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/HospitalMilitar3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/HospitalMilitar4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/HospitalMilitar5.jpg,9073|5364|5366|5368|9075|9077|9079|9081,HospitalMilitar1|Hospital Militar barracon|Hospital Militar Fuente|Hospital Militar jardin|HospitalMilitar2|HospitalMilitar3|HospitalMilitar4|HospitalMilitar5,|||||||,|||||||,|||||||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/HospitalMilitar1.jpg
Military Hospital,,,,,,,,,,5362,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2021/04/HospitalMilitar1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Hospital-Militar-barracon.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Hospital-Militar-Fuente.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Hospital-Militar-jardin.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/HospitalMilitar2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/HospitalMilitar3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/HospitalMilitar4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/HospitalMilitar5.jpg,HospitalMilitar1.jpg|Hospital-Militar-barracon.jpg|Hospital-Militar-Fuente.jpg|Hospital-Militar-jardin.jpg|HospitalMilitar2.jpg|HospitalMilitar3.jpg|HospitalMilitar4.jpg|HospitalMilitar5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/HospitalMilitar1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Hospital-Militar-barracon.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Hospital-Militar-Fuente.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Hospital-Militar-jardin.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/HospitalMilitar2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/HospitalMilitar3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/HospitalMilitar4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/HospitalMilitar5.jpg,9074|5365|5367|5369|9076|9078|9080|9082,HospitalMilitar1|Hospital Militar barracon|Hospital Militar Fuente|Hospital Militar jardin|HospitalMilitar2|HospitalMilitar3|HospitalMilitar4|HospitalMilitar5,|||||||,|||||||,|||||||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/HospitalMilitar1.jpg
Forum Evolución,,,,,,,,,,5375,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Forum-Evolucion-Auditorio-Pequeno.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Forum-Evolucion-Auditorio-Grande.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Forum-Evolucion-Planta-Alta.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Forum-Evolucion-Recibidor.jpg,Forum-Evolucion-Auditorio-Pequeno.jpg|Forum-Evolucion-Auditorio-Grande.jpg|Forum-Evolucion-Planta-Alta.jpg|Forum-Evolucion-Recibidor.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Forum-Evolucion-Auditorio-Pequeno.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Forum-Evolucion-Auditorio-Grande.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Forum-Evolucion-Planta-Alta.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Forum-Evolucion-Recibidor.jpg,5380|5378|5382|5384,Forum Evolucion Auditorio Pequeno|Forum Evolucion Auditorio Grande|Forum Evolucion Planta Alta|Forum Evolucion Recibidor,|||,|||,|||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Forum-Evolucion-Auditorio-Pequeno.jpg
Forum Evolución,,,,,,,,,,5376,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Forum-Evolucion-Auditorio-Grande.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Forum-Evolucion-Auditorio-Pequeno.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Forum-Evolucion-Planta-Alta.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Forum-Evolucion-Recibidor.jpg,Forum-Evolucion-Auditorio-Grande.jpg|Forum-Evolucion-Auditorio-Pequeno.jpg|Forum-Evolucion-Planta-Alta.jpg|Forum-Evolucion-Recibidor.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Forum-Evolucion-Auditorio-Grande.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Forum-Evolucion-Auditorio-Pequeno.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Forum-Evolucion-Planta-Alta.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Forum-Evolucion-Recibidor.jpg,5379|5381|5383|5385,Forum Evolucion Auditorio Grande|Forum Evolucion Auditorio Pequeno|Forum Evolucion Planta Alta|Forum Evolucion Recibidor,|||,|||,|||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Forum-Evolucion-Auditorio-Grande.jpg
Tonelería Duero,,": Avda. Portugal 104, Aranda de Duero.",: 41º 39´ 56´´ N – 3º 44´ 05´´ W,: nave industrial.,sí.,sí.,sí.,,"gestión privada, es necesario contacto previo para el acceso.",5387,Aranda de Duero,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Toneleria-Duero-Interior-2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Toneleria-Duero-Exterior.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Toneleria-Duero-Interior-1.jpg,Toneleria-Duero-Interior-2.jpg|Toneleria-Duero-Exterior.jpg|Toneleria-Duero-Interior-1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Toneleria-Duero-Interior-2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Toneleria-Duero-Exterior.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Toneleria-Duero-Interior-1.jpg,5394|5390|5392,Toneleria Duero Interior 2|Toneleria Duero Exterior|Toneleria Duero Interior 1,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Toneleria-Duero-Interior-2.jpg
Cooperage Duero,,,,,,,,,,5388,Aranda de Duero,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Toneleria-Duero-Interior-2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Toneleria-Duero-Exterior.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Toneleria-Duero-Interior-1.jpg,Toneleria-Duero-Interior-2.jpg|Toneleria-Duero-Exterior.jpg|Toneleria-Duero-Interior-1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Toneleria-Duero-Interior-2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Toneleria-Duero-Exterior.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Toneleria-Duero-Interior-1.jpg,5395|5391|5393,Toneleria Duero Interior 2|Toneleria Duero Exterior|Toneleria Duero Interior 1,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Toneleria-Duero-Interior-2.jpg
Spa Hotel Lagar,,,,,,,,,,5399,La Vid,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Spa-lagar-botellero.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Spa-lagar-cabinas.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Spa-lagar-piscina.jpg,Spa-lagar-botellero.jpg|Spa-lagar-cabinas.jpg|Spa-lagar-piscina.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Spa-lagar-botellero.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Spa-lagar-cabinas.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Spa-lagar-piscina.jpg,5402|5404|5406,Spa lagar botellero|Spa lagar cabinas|Spa lagar piscina,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Spa-lagar-botellero.jpg
Spa Hotel Lagar,,,,,,,,,,5400,La Vid,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Spa-lagar-botellero.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Spa-lagar-cabinas.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Spa-lagar-piscina.jpg,Spa-lagar-botellero.jpg|Spa-lagar-cabinas.jpg|Spa-lagar-piscina.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Spa-lagar-botellero.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Spa-lagar-cabinas.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Spa-lagar-piscina.jpg,5403|5405|5407,Spa lagar botellero|Spa lagar cabinas|Spa lagar piscina,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Spa-lagar-botellero.jpg
Monasterio San Pedro de Arlanza,,,,,,,,,,5409,Hortigüela,https://burgosfilmcommission.org/wp-content/uploads/2021/04/San-Pedro-Arlanza-Crucero.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/San-Pedro-Arlanza-Claustro.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/san-pedro-arlanza-pinsapo.jpg,San-Pedro-Arlanza-Crucero.jpg|San-Pedro-Arlanza-Claustro.jpg|san-pedro-arlanza-pinsapo.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/San-Pedro-Arlanza-Crucero.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/San-Pedro-Arlanza-Claustro.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/san-pedro-arlanza-pinsapo.jpg,5414|5412|5416,San Pedro Arlanza Crucero|San Pedro Arlanza Claustro|san pedro arlanza pinsapo,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/San-Pedro-Arlanza-Crucero.jpg
San Pedro de Arlanza Monastery,,,,,,,,,,5410,Hortigüela,https://burgosfilmcommission.org/wp-content/uploads/2021/04/San-Pedro-Arlanza-Claustro.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/San-Pedro-Arlanza-Crucero.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/san-pedro-arlanza-pinsapo.jpg,San-Pedro-Arlanza-Claustro.jpg|San-Pedro-Arlanza-Crucero.jpg|san-pedro-arlanza-pinsapo.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/San-Pedro-Arlanza-Claustro.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/San-Pedro-Arlanza-Crucero.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/san-pedro-arlanza-pinsapo.jpg,5413|5415|5417,San Pedro Arlanza Claustro|San Pedro Arlanza Crucero|san pedro arlanza pinsapo,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/San-Pedro-Arlanza-Claustro.jpg
Minas de Puras de Villafranca,,,,,,,,,,5420,Puras de Villafranca,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Mina-Puras-Villafranca-Rail-Exterior.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Mina-Puras-Villafranca-Rail-Exterior-2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Mina-Puras-Villafranca-Rail.jpg,Mina-Puras-Villafranca-Rail-Exterior.jpg|Mina-Puras-Villafranca-Rail-Exterior-2.jpg|Mina-Puras-Villafranca-Rail.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Mina-Puras-Villafranca-Rail-Exterior.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Mina-Puras-Villafranca-Rail-Exterior-2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Mina-Puras-Villafranca-Rail.jpg,5425|5423|5427,Mina Puras-Villafranca Rail Exterior|Mina Puras-Villafranca Rail Exterior 2|Mina Puras-Villafranca Rail,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Mina-Puras-Villafranca-Rail-Exterior.jpg
Puras de Villafranca Mine,,,,,,,,,,5421,Puras de Villafranca,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Mina-Puras-Villafranca-Rail-Exterior.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Mina-Puras-Villafranca-Rail-Exterior-2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Mina-Puras-Villafranca-Rail.jpg,Mina-Puras-Villafranca-Rail-Exterior.jpg|Mina-Puras-Villafranca-Rail-Exterior-2.jpg|Mina-Puras-Villafranca-Rail.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Mina-Puras-Villafranca-Rail-Exterior.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Mina-Puras-Villafranca-Rail-Exterior-2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Mina-Puras-Villafranca-Rail.jpg,5426|5424|5428,Mina Puras-Villafranca Rail Exterior|Mina Puras-Villafranca Rail Exterior 2|Mina Puras-Villafranca Rail,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Mina-Puras-Villafranca-Rail-Exterior.jpg
Museo Salaguti,,,,,,,,,,5435,Sasamón,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Casa-Salaguti-fachada-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Casa-Salaguti-cenital.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Casa-Salaguti-interior.jpg,Casa-Salaguti-fachada-1.jpg|Casa-Salaguti-cenital.jpg|Casa-Salaguti-interior.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Casa-Salaguti-fachada-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Casa-Salaguti-cenital.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Casa-Salaguti-interior.jpg,5442|5440|5444,Casa Salaguti fachada|Casa Salaguti cenital|Casa Salaguti interior,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Casa-Salaguti-fachada-1.jpg
Salaguti Museum,,,,,,,,,,5436,Sasamón,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Casa-Salaguti-fachada.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Casa-Salaguti-cenital.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Casa-Salaguti-fachada-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Casa-Salaguti-interior.jpg,Casa-Salaguti-fachada.jpg|Casa-Salaguti-cenital.jpg|Casa-Salaguti-fachada-1.jpg|Casa-Salaguti-interior.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Casa-Salaguti-fachada.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Casa-Salaguti-cenital.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Casa-Salaguti-fachada-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Casa-Salaguti-interior.jpg,5439|5441|5443|5445,Casa Salaguti fachada|Casa Salaguti cenital|Casa Salaguti fachada|Casa Salaguti interior,|||,|||,|||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Casa-Salaguti-fachada.jpg
Mirador de Cortiguera,,,,,,,,,,5447,Cortiguera,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Mirador-Ebro-Aerea.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Mirador-Cortiguera-Acceso.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Mirador-Ebro-Meandro.jpg,Mirador-Ebro-Aerea.jpg|Mirador-Cortiguera-Acceso.jpg|Mirador-Ebro-Meandro.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Mirador-Ebro-Aerea.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Mirador-Cortiguera-Acceso.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Mirador-Ebro-Meandro.jpg,5452|5450|5454,Mirador Ebro Aerea|Mirador Cortiguera Acceso|Mirador Ebro Meandro,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Mirador-Ebro-Aerea.jpg
